YEAR,MONTH,DAY,STID,TMAX,TMIN,TAVG,TR05,TR25,TR60,TR75
2002,12,20,MARE,53.51,27.88,37.89,1.5458,1.5199,1.5393,1.5323
2002,12,21,MARE,58.03,29.79,40.46,1.5557,1.5203,1.5382,1.5316
2002,12,22,MARE,46,21.8,34.72,1.5571,1.515,1.5308,1.5242
2002,12,23,MARE,38.26,26.39,32.81,1.5497,1.5093,1.527,1.5246
2002,12,24,MARE,27.13,15.53,23.63,1.5358,1.5047,1.5288,1.5253
2002,12,25,MARE,33.04,10.92,21.8,1.5403,1.5021,1.5248,1.5204
2002,12,26,MARE,41.84,19.18,31.13,1.5445,1.5046,1.5256,1.5203
2002,12,27,MARE,39.59,23.69,32.43,1.5397,1.4986,1.5201,1.5169
2002,12,28,MARE,61.27,30.53,43.33,1.5432,1.4944,1.5214,1.5169
2002,12,29,MARE,63.52,42.03,53.72,1.5403,1.4897,1.5199,1.5178
2002,12,30,MARE,59.76,39.52,51.19,1.533,1.4859,1.5177,1.5159
2002,12,31,MARE,52.54,30.41,39.4,1.532,1.4777,1.5165,1.5127
2003,1,1,MARE,48.36,27.32,35.06,1.5333,1.476,1.5169,1.5125
2003,1,2,MARE,42.7,27.26,34.17,1.5336,1.4726,1.5141,1.5142
2003,1,3,MARE,60.82,23.12,40.45,1.5385,1.4741,1.5171,1.515
2003,1,4,MARE,60.17,37.76,46.68,1.542,1.4778,1.5187,1.5146
2003,1,5,MARE,53.98,28.12,42.21,1.5421,1.4681,1.5145,1.5108
2003,1,6,MARE,40.96,29.35,33.79,1.5416,1.4615,1.5095,1.5072
2003,1,7,MARE,60.04,24.46,40.13,1.5432,1.4606,1.5117,1.5093
2003,1,8,MARE,71.69,37.87,52.19,1.5511,1.4645,1.5141,1.5112
2003,1,9,MARE,57.15,28.03,46.3,1.5468,1.4601,1.5119,1.5097
2003,1,10,MARE,40.1,23.27,30.78,1.5482,1.4546,1.5119,1.5103
2003,1,11,MARE,41.58,19.95,29.87,1.5514,1.4507,1.5071,1.508
2003,1,12,MARE,41.64,31.83,36.02,1.5564,1.4498,1.5076,1.5084
2003,1,13,MARE,51.64,35.9,40.32,1.559,1.4507,1.5088,1.5074
2003,1,14,MARE,41.68,25.75,35.69,1.5608,1.4515,1.5111,1.5118
2003,1,15,MARE,41.91,21.94,32.42,1.5643,1.446,1.5076,1.5095
2003,1,16,MARE,34.13,19.02,25.4,1.5614,1.4444,1.5064,1.5089
2003,1,17,MARE,35.26,14.31,23.99,1.5619,1.4438,1.5064,1.5068
2003,1,18,MARE,44.21,23.51,33.73,1.566,1.4451,1.505,1.51
2003,1,19,MARE,66.02,24.51,43.71,1.5655,1.4479,1.5091,1.5097
2003,1,20,MARE,70.7,33.18,49.56,1.5677,1.4512,1.5098,1.5109
2003,1,21,MARE,41.26,25.75,33.67,1.5626,1.4435,1.5043,1.5072
2003,1,22,MARE,31.75,14.7,23.84,1.5603,1.4378,1.5034,1.5056
2003,1,23,MARE,19.22,7.93,12.46,1.5686,1.4395,1.5007,1.5045
2003,1,24,MARE,31.35,8.44,20.98,-996,1.4392,1.498,1.5051
2003,1,25,MARE,49.46,23.59,36.12,-996,1.4473,1.504,1.5059
2003,1,26,MARE,33.02,18.03,25.6,1.5905,1.443,1.5033,1.5087
2003,1,27,MARE,49.89,15.33,32.65,-996,1.4463,1.502,1.5063
2003,1,28,MARE,70.32,40.27,51.89,1.602,1.4526,1.5069,1.508
2003,1,29,MARE,46.62,27.33,37.28,1.601,1.4465,1.5041,1.5082
2003,1,30,MARE,51.89,20.51,35.11,1.6075,1.446,1.5048,1.508
2003,1,31,MARE,59.22,34.59,45.16,1.6175,1.4526,1.5081,1.5095
2003,2,1,MARE,74.16,34.33,55.05,1.6253,1.454,1.5068,1.509
2003,2,2,MARE,74.5,51.3,62.54,1.6318,1.4569,1.5101,1.51
2003,2,3,MARE,65.91,27.54,40.38,1.6319,1.4453,1.5037,1.5026
2003,2,4,MARE,46.4,18.47,31.79,1.6491,1.4451,1.5045,1.5053
2003,2,5,MARE,45.45,27.46,36.72,1.6583,1.4467,1.504,1.5066
2003,2,6,MARE,37.34,19.61,29.78,1.67,1.4456,1.5021,1.5037
2003,2,7,MARE,29.01,8.26,18.93,1.6751,1.4435,1.5021,1.5037
2003,2,8,MARE,45.73,15.71,31.55,1.6607,1.4491,1.5038,1.5044
2003,2,9,MARE,36.43,31.47,33.94,1.6233,1.4502,1.5056,1.5064
2003,2,10,MARE,55.04,29.05,40.13,1.5627,1.4506,1.5067,1.5059
2003,2,11,MARE,59.13,27.25,42.89,1.5578,1.4505,1.5058,1.5077
2003,2,12,MARE,61.9,28,45.42,1.5562,1.4487,1.5016,1.5055
2003,2,13,MARE,55,41.71,49.01,1.5539,1.4528,1.5062,1.5069
2003,2,14,MARE,78.76,48.99,64.55,1.5434,1.4526,1.5061,1.5061
2003,2,15,MARE,48.88,27.66,36.74,1.5345,1.4408,1.5015,1.504
2003,2,16,MARE,40.74,25.43,30.42,1.5384,1.4408,1.4999,1.5017
2003,2,17,MARE,56.17,17.51,37,1.5455,1.4468,1.5041,1.5062
2003,2,18,MARE,50.09,31.8,41.85,1.5484,1.4464,1.5017,1.5045
2003,2,19,MARE,56.08,36.81,46,1.5449,1.4428,1.5025,1.5039
2003,2,20,MARE,56.37,30.15,42.74,1.5454,1.4468,1.5007,1.5032
2003,2,21,MARE,47.35,40.33,43.76,1.543,1.4442,1.4996,1.5021
2003,2,22,MARE,46.05,32.87,38.94,1.543,1.4442,1.5004,1.5059
2003,2,23,MARE,34.08,11.34,25.54,1.535,1.4363,1.4951,1.4995
2003,2,24,MARE,12.4,6.4,9.74,1.529,1.4289,1.4933,1.5008
2003,2,25,MARE,20.4,10.62,15.33,1.5342,1.4309,1.4949,1.4999
2003,2,26,MARE,26.72,17.2,22.07,1.5355,1.4335,1.4946,1.5019
2003,2,27,MARE,31.74,23.36,27.54,1.5367,1.4345,1.4971,1.5032
2003,2,28,MARE,33.29,21.94,29.16,1.5381,1.4333,1.4976,1.5027
2003,3,1,MARE,39.6,31.15,34.45,1.5389,1.4343,1.4954,1.5019
2003,3,2,MARE,39.35,26.36,32.3,1.5352,1.4299,1.4928,1.5013
2003,3,3,MARE,58.12,21.68,40.4,1.5352,1.4342,1.4984,1.5048
2003,3,4,MARE,62.94,23.46,44.34,1.5324,1.4299,1.4956,1.5011
2003,3,5,MARE,26.85,18.31,22.44,1.5276,1.4209,1.4923,1.4996
2003,3,6,MARE,52.14,13.32,32.45,1.5368,1.4276,1.4956,1.5014
2003,3,7,MARE,66.11,33.9,49.26,1.5395,1.4331,1.5005,1.505
2003,3,8,MARE,69.48,28.96,52.74,1.536,1.4332,1.4991,1.5036
2003,3,9,MARE,43.34,20.79,30.96,1.5341,1.4244,1.4966,1.502
2003,3,10,MARE,48.07,23.42,33.04,1.5347,1.4216,1.4945,1.5009
2003,3,11,MARE,68.61,27.92,47.56,1.543,1.4269,1.4991,1.5042
2003,3,12,MARE,80.6,49.91,65.37,1.5429,1.433,1.5023,1.5042
2003,3,13,MARE,65.32,43.06,54.41,1.5344,1.4237,1.4975,1.5044
2003,3,14,MARE,73.87,33.52,51.78,1.5369,1.4242,1.4964,1.5023
2003,3,15,MARE,79.48,45.19,63.08,1.5397,1.4271,1.4978,1.5016
2003,3,16,MARE,79.14,57.27,65.76,1.5369,1.4286,1.5013,1.5044
2003,3,17,MARE,77.7,56.82,63.01,1.5312,1.4233,1.5013,1.5046
2003,3,18,MARE,60.06,50.5,53.97,1.5154,1.4148,1.4932,1.5012
2003,3,19,MARE,56.82,44.39,50.7,1.5113,1.4103,1.4932,1.4976
2003,3,20,MARE,48.13,42.91,45.8,1.509,1.4088,1.494,1.4991
2003,3,21,MARE,59.85,35.32,49.18,1.5079,1.4114,1.4952,1.4996
2003,3,22,MARE,67.05,41.57,53.71,1.5028,1.4099,1.4938,1.4997
2003,3,23,MARE,76.26,44.67,60.52,1.5064,1.4148,1.4954,1.502
2003,3,24,MARE,80.38,56.37,67.22,1.5011,1.4114,1.4958,1.5006
2003,3,25,MARE,61.75,44.82,54.43,1.5052,1.406,1.4942,1.4988
2003,3,26,MARE,74.62,38.42,56.16,1.5173,1.4086,1.4936,1.5001
2003,3,27,MARE,71.31,40.32,57.5,1.5222,1.4082,1.4954,1.5008
2003,3,28,MARE,48.42,37.76,42.06,1.5167,1.4073,1.4932,1.501
2003,3,29,MARE,49.14,31.8,39.42,1.5172,1.4062,1.4916,1.5005
2003,3,30,MARE,57.25,28.51,42.74,1.5215,1.4109,1.4934,1.5018
2003,3,31,MARE,78.64,37.47,59.71,1.5299,1.409,1.4944,1.5027
2003,4,1,MARE,81.07,59.38,69.42,1.5288,1.4088,1.4956,1.5016
2003,4,2,MARE,81.93,59.81,70.55,1.5282,1.4114,1.4944,1.5025
2003,4,3,MARE,74.75,62.47,67.47,1.5269,1.4073,1.4922,1.5006
2003,4,4,MARE,66.99,44.05,57.71,1.5325,1.4065,1.4944,1.5006
2003,4,5,MARE,61.77,35.99,48.22,1.5474,1.4016,1.4916,1.4999
2003,4,6,MARE,72.88,41.55,53.77,1.5361,1.4033,1.4908,1.4978
2003,4,7,MARE,55.26,33.76,43.65,1.5295,1.4033,1.4918,1.5001
2003,4,8,MARE,46.17,32.56,38.04,1.5342,1.4003,1.4876,1.4978
2003,4,9,MARE,60.21,27.92,44.24,1.5436,1.4043,1.4906,1.4997
2003,4,10,MARE,75.63,33.09,55.21,1.5555,1.4086,1.4918,1.5023
2003,4,11,MARE,80.65,47.59,64.35,1.5826,1.4071,1.4914,1.5001
2003,4,12,MARE,81.82,49.21,66.68,1.6346,1.4062,1.4914,1.5014
2003,4,13,MARE,85.5,55.38,71.19,1.7112,1.4094,1.4924,1.5018
2003,4,14,MARE,85.75,64.72,74.26,1.8191,1.4094,1.4946,1.5044
2003,4,15,MARE,70.41,56.32,66.98,1.9028,1.4096,1.4903,1.4999
2003,4,16,MARE,67.87,50.77,60.67,1.5337,1.4056,1.492,1.4991
2003,4,17,MARE,-996,-996,-996,-996,-996,-996,-996
2003,4,18,MARE,85.03,48.43,68.31,1.5427,1.4086,1.4928,1.5014
2003,4,19,MARE,79.29,52.99,65.44,1.5218,1.4026,1.4936,1.4991
2003,4,20,MARE,67.93,43.58,56.84,1.512,1.4011,1.4912,1.4997
2003,4,21,MARE,72,47.37,60.35,1.5158,1.3986,1.4886,1.4976
2003,4,22,MARE,73.26,47.86,60.82,1.5271,1.399,1.4896,1.4959
2003,4,23,MARE,62.83,51.48,57.39,1.5485,1.3992,1.4882,1.4969
2003,4,24,MARE,73.94,54.18,61.41,1.5679,1.4039,1.491,1.4988
2003,4,25,MARE,65.03,50.67,56.77,1.595,1.4033,1.4926,1.4963
2003,4,26,MARE,74.28,45.44,60.62,1.6408,1.4016,1.489,1.4971
2003,4,27,MARE,85.77,55.81,70.42,1.7455,1.4054,1.493,1.4982
2003,4,28,MARE,80.42,60.04,69.78,1.8951,1.4054,1.4938,1.5005
2003,4,29,MARE,84.38,55.96,71.13,2.0465,1.4062,1.4906,1.4976
2003,4,30,MARE,84.49,61.84,74.03,2.2218,1.403,1.4926,1.4986
2003,5,1,MARE,72.68,55.22,66.43,2.3583,1.4018,1.491,1.4986
2003,5,2,MARE,73.96,51.4,61.49,2.4494,1.4007,1.4902,1.4965
2003,5,3,MARE,76.57,51.84,66.51,2.5531,1.4071,1.4926,1.5005
2003,5,4,MARE,90.48,59.09,77.61,2.6601,1.4092,1.4958,1.5005
2003,5,5,MARE,87.15,50.74,69.63,2.9033,1.4071,1.4978,1.4988
2003,5,6,MARE,80.4,56.82,67.72,3.0827,1.4039,1.4936,1.4976
2003,5,7,MARE,77.63,48.43,65.13,3.1919,1.4062,1.4946,1.4971
2003,5,8,MARE,84.38,69.98,77.31,3.2603,1.4103,1.499,1.4984
2003,5,9,MARE,89.8,58.1,74.34,3.296,1.4591,1.4984,1.502
2003,5,10,MARE,84.74,53.58,74.72,3.2209,1.531,1.497,1.4993
2003,5,11,MARE,73.18,44.86,59.49,3.3026,1.5718,1.4932,1.495
2003,5,12,MARE,78.57,48.99,65.4,3.3617,1.668,1.497,1.4971
2003,5,13,MARE,79.9,58.15,69.61,3.4099,1.7622,1.4998,1.498
2003,5,14,MARE,82.78,63.01,72.88,3.3715,1.7964,1.5001,1.5003
2003,5,15,MARE,76.84,60.98,69.91,3.2089,1.8004,1.5011,1.498
2003,5,16,MARE,71.56,59.47,63.66,1.6319,1.5835,1.4992,1.4986
2003,5,17,MARE,72.18,58.21,63.92,1.5156,1.5643,1.5007,1.5008
2003,5,18,MARE,81.36,55.27,69.24,1.5301,1.5592,1.5,1.4967
2003,5,19,MARE,83.52,57.24,69.76,1.5851,1.5551,1.5003,1.4984
2003,5,20,MARE,66.4,54.41,59.27,1.5395,1.5342,1.4962,1.4967
2003,5,21,MARE,69.64,53.55,61.13,1.5288,1.5353,1.4952,1.495
2003,5,22,MARE,76.21,51.78,64.9,1.5762,1.5346,1.4986,1.4959
2003,5,23,MARE,72.99,54.99,64.24,1.6645,1.5327,1.5009,1.498
2003,5,24,MARE,81.45,60.22,69.23,1.5894,1.5231,1.4974,1.4957
2003,5,25,MARE,69.42,54.75,62.27,1.5227,1.5152,1.4992,1.4973
2003,5,26,MARE,73.56,51.03,63.01,1.5574,1.5129,1.4988,1.4969
2003,5,27,MARE,78.39,52.72,66.85,1.6658,1.5112,1.496,1.4946
2003,5,28,MARE,87.51,53.64,71.7,1.8415,1.5095,1.4988,1.4954
2003,5,29,MARE,90.28,64.36,77.41,2.0439,1.5118,1.4992,1.4982
2003,5,30,MARE,94.17,71.08,82.35,2.3014,1.5131,1.5033,1.4982
2003,5,31,MARE,75.69,60.73,69.38,2.5718,1.5739,1.5025,1.498
2003,6,1,MARE,82.15,55.87,69.59,2.7642,1.6279,1.5021,1.4967
2003,6,2,MARE,81.55,63.77,72.1,2.9321,1.6997,1.5027,1.4986
2003,6,3,MARE,73.09,60.82,64.48,3.0718,1.7614,1.5047,1.5022
2003,6,4,MARE,70.68,56.28,62.47,3.1432,1.8021,1.5021,1.4974
2003,6,5,MARE,69.78,59.7,64.5,3.1872,1.8422,1.5069,1.5012
2003,6,6,MARE,78.94,58.21,68.05,3.1759,1.8729,1.5111,1.5039
2003,6,7,MARE,78.62,53.08,65.12,3.1716,1.9107,1.5069,1.5014
2003,6,8,MARE,80.78,50.76,67.02,3.1793,1.9614,1.5109,1.5003
2003,6,9,MARE,83.7,58.33,73.23,3.2277,2.0165,1.5137,1.5012
2003,6,10,MARE,85.5,64.69,76.06,2.9811,2.0677,1.5177,1.5059
2003,6,11,MARE,86.95,62.4,74.43,1.9128,2.0822,1.5197,1.5057
2003,6,12,MARE,85.53,64.92,72.88,1.5792,2.0753,1.5171,1.5054
2003,6,13,MARE,83.21,63.41,72.62,1.5314,2.0838,1.5226,1.5074
2003,6,14,MARE,86.29,64.74,73.9,1.622,2.0922,1.5252,1.5072
2003,6,15,MARE,86.7,63.05,74.61,1.7805,2.1078,1.5246,1.5072
2003,6,16,MARE,85.33,64.54,75.06,2.0077,2.1387,1.5316,1.508
2003,6,17,MARE,86.2,63.3,75.27,2.2745,2.1724,1.5368,1.5089
2003,6,18,MARE,87.48,62.42,74.96,2.5863,2.211,1.5424,1.5116
2003,6,19,MARE,89.64,61.66,76.28,2.8988,2.2558,1.5499,1.514
2003,6,20,MARE,87.78,65.93,76.5,3.1486,2.3161,1.6295,1.5184
2003,6,21,MARE,86,65.82,76.41,2.4338,2.3661,1.7299,1.5201
2003,6,22,MARE,89.31,72.36,80.2,2.3391,2.3936,1.7768,1.5182
2003,6,23,MARE,92.64,76.06,83.5,2.5891,2.4322,1.8143,1.5225
2003,6,24,MARE,90.9,76.86,83.46,2.9611,2.51,1.8587,1.5329
2003,6,25,MARE,90.39,65.32,79.39,2.8015,2.3667,1.8399,1.5451
2003,6,26,MARE,75.18,60.42,67.05,1.5052,1.5615,1.6512,1.5318
2003,6,27,MARE,82.65,56.82,70.56,1.5406,1.5694,1.6492,1.534
2003,6,28,MARE,83.88,59.2,72.49,1.6267,1.5739,1.6475,1.5331
2003,6,29,MARE,86.97,64.44,75.37,1.7236,1.6332,1.6449,1.5318
2003,6,30,MARE,86.49,68.29,76.35,1.8108,1.6895,1.6433,1.5316
2003,7,1,MARE,89.47,65.91,78.26,1.9343,1.7708,1.6471,1.5365
2003,7,2,MARE,94.1,69.58,81.53,2.0793,1.8448,1.6526,1.5404
2003,7,3,MARE,96.03,68.95,82.67,2.2662,1.9156,1.667,1.5421
2003,7,4,MARE,92.82,69.85,81.69,2.5217,1.9845,1.7161,1.5478
2003,7,5,MARE,91.33,69.4,81.32,2.802,2.06,1.7677,1.555
2003,7,6,MARE,89.76,68.52,79.76,3.0242,2.1502,1.8183,1.5676
2003,7,7,MARE,88.92,74.21,81.16,3.1767,2.2571,1.8694,1.6119
2003,7,8,MARE,89.26,73.44,81.2,3.2661,2.3631,1.9112,1.6594
2003,7,9,MARE,92.73,72.54,83.14,3.357,2.5275,1.9554,1.723
2003,7,10,MARE,93.6,70.9,81.07,3.3429,2.7118,1.9962,1.781
2003,7,11,MARE,97.66,67.51,84.23,3.3378,2.8624,2.0316,1.8372
2003,7,12,MARE,101.97,71.37,87.27,3.4286,3.0601,2.0808,1.9277
2003,7,13,MARE,97.52,71.91,84.85,3.4766,3.2331,2.1266,2.0113
2003,7,14,MARE,102.49,73.47,87.83,3.5195,3.3756,2.1722,2.0976
2003,7,15,MARE,100.15,76.64,87.68,3.5549,3.4605,2.2223,2.1736
2003,7,16,MARE,97.48,69.44,83.94,3.5894,3.5172,2.2779,2.2425
2003,7,17,MARE,98.73,70.16,84.79,3.6195,3.5549,2.3249,2.3034
2003,7,18,MARE,103.68,71.06,88.9,3.6404,3.5795,2.3706,2.3605
2003,7,19,MARE,106.45,74.8,90.81,3.6632,3.6027,2.4208,2.4359
2003,7,20,MARE,105.37,73.87,90.64,3.6873,3.6196,2.4807,2.5492
2003,7,21,MARE,105.08,78.71,93.64,3.7004,3.6364,2.5681,2.728
2003,7,22,MARE,90.32,69.76,79,3.7164,3.6388,2.6665,2.9609
2003,7,23,MARE,89.19,62.33,76.6,3.7411,3.6595,2.7813,3.1255
2003,7,24,MARE,94.55,62.44,79.67,3.7541,3.674,2.8982,3.2643
2003,7,25,MARE,98.56,71.83,84.87,3.7624,3.6791,3.0134,3.3878
2003,7,26,MARE,102.2,74.66,87.67,3.7648,3.6846,3.1094,3.4704
2003,7,27,MARE,101.88,74.08,88.42,3.7735,3.6929,3.1938,3.5311
2003,7,28,MARE,104.25,75.7,89.52,3.7801,3.7036,3.265,3.5762
2003,7,29,MARE,96.6,73.72,83.55,3.7887,3.7104,3.3116,3.6033
2003,7,30,MARE,92.62,70.79,79.66,3.7948,3.7119,3.3421,3.6112
2003,7,31,MARE,99.86,66.13,83.7,3.7705,3.7162,3.3618,3.6146
2003,8,1,MARE,101.57,70.74,86.07,3.7458,3.7215,3.3887,3.6348
2003,8,2,MARE,92.17,67.44,80.46,3.6803,3.7222,3.4064,3.6301
2003,8,3,MARE,89.55,70.65,78.79,3.589,3.7023,3.4167,3.6186
2003,8,4,MARE,89.53,70.65,79.95,3.5607,3.6953,3.4195,3.611
2003,8,5,MARE,100.2,72.19,85.94,3.5924,3.6942,3.4303,3.6207
2003,8,6,MARE,100.02,71.31,85.88,3.6387,3.6893,3.4408,3.6455
2003,8,7,MARE,-996,-996,-996,-996,-996,-996,-996
2003,8,8,MARE,95.4,72.48,82.98,3.6948,3.7064,3.4567,3.6727
2003,8,9,MARE,96.1,72.99,82.64,3.7204,3.7143,3.4649,3.6836
2003,8,10,MARE,96.6,68.72,78.46,3.742,3.7226,3.4727,3.6887
2003,8,11,MARE,90.21,67.12,78.1,3.6699,3.7179,3.4739,3.6733
2003,8,12,MARE,90.18,63.93,76.87,3.6373,3.7101,3.4798,3.6683
2003,8,13,MARE,86.74,63.99,75.45,3.6394,3.7057,3.4836,3.6693
2003,8,14,MARE,89.49,65.48,77.19,3.6611,3.7081,3.489,3.6736
2003,8,15,MARE,96.06,66.97,81.1,3.6827,3.7087,3.494,3.6863
2003,8,16,MARE,100.11,69.46,84.75,3.7001,3.7077,3.4973,3.6974
2003,8,17,MARE,101.88,72.73,87.13,3.7298,3.7196,3.5095,3.7119
2003,8,18,MARE,102.13,71.91,87.67,3.7469,3.7245,3.5107,3.7189
2003,8,19,MARE,102.51,73.02,88.35,3.7665,3.7318,3.519,3.7281
2003,8,20,MARE,100.89,76.39,88.97,3.7776,3.7343,3.5222,3.7313
2003,8,21,MARE,102.96,72.93,88.45,3.7831,3.7373,3.5302,3.7378
2003,8,22,MARE,103.23,71.58,88,3.7899,3.7371,3.5364,3.7445
2003,8,23,MARE,103.84,74.07,84.15,3.7961,3.7388,3.5413,3.7483
2003,8,24,MARE,101.75,70.9,85.59,3.788,3.7454,3.5449,3.7449
2003,8,25,MARE,100.26,70.23,85.69,3.7763,3.7533,3.5545,3.7506
2003,8,26,MARE,99.59,69.44,85.98,3.7605,3.745,3.5554,3.7509
2003,8,27,MARE,95.63,70.27,81.35,3.7744,3.7507,3.5622,3.7545
2003,8,28,MARE,100.36,71.58,85.98,3.7838,3.752,3.5682,3.7574
2003,8,29,MARE,85.21,72.25,77.19,3.7439,3.7322,3.568,3.7523
2003,8,30,MARE,83.41,70.77,74.36,2.9048,3.6782,3.5674,3.7417
2003,8,31,MARE,73.24,67.08,71.47,1.4798,3.6283,3.5666,3.7383
2003,9,1,MARE,69.84,65.39,66.98,1.4736,3.5712,3.5559,3.73
2003,9,2,MARE,79.41,65.64,70.33,1.4922,3.5055,3.5616,3.7362
2003,9,3,MARE,83.48,64.24,72.47,1.5308,3.4216,3.5614,3.7402
2003,9,4,MARE,84,64.38,72.19,1.6255,3.3451,3.5595,3.7389
2003,9,5,MARE,84.97,58.69,71.23,1.7532,3.2971,3.566,3.7445
2003,9,6,MARE,85.69,58.59,71.49,1.8993,3.2553,3.5662,3.7459
2003,9,7,MARE,83.35,56.59,70.18,2.0395,3.2278,3.566,3.744
2003,9,8,MARE,85.68,59.23,72.17,2.1591,3.2079,3.5692,3.7487
2003,9,9,MARE,88.7,67.71,77.42,2.2747,3.187,3.5698,3.7479
2003,9,10,MARE,90.1,69.01,78.89,2.4456,3.1771,3.5662,3.7471
2003,9,11,MARE,76.64,62.24,70.26,2.5859,3.1783,3.5569,3.7389
2003,9,12,MARE,72.79,58.44,65.05,2.6072,3.2005,3.5589,3.7379
2003,9,13,MARE,65.64,55.65,60.97,1.6545,3.1104,3.5543,3.7323
2003,9,14,MARE,75.83,54.59,64.69,1.5037,2.5205,3.5676,3.744
2003,9,15,MARE,79.93,50.95,66.2,1.5278,2.2336,3.571,3.7434
2003,9,16,MARE,84.67,60.1,72.36,1.6024,2.1201,3.5732,3.7453
2003,9,17,MARE,86.65,67.53,76.37,1.711,2.0894,3.5754,3.7521
2003,9,18,MARE,78.28,55.09,63.08,1.8208,2.0852,3.5628,3.7423
2003,9,19,MARE,69.06,44.81,57.19,1.9019,2.1135,3.5652,3.7425
2003,9,20,MARE,80.1,46.89,64.34,2.0068,2.1378,3.5712,3.747
2003,9,21,MARE,77.86,57.72,68.3,2.084,2.147,3.5714,3.7493
2003,9,22,MARE,82.22,55.24,67.48,2.1606,2.1609,3.5706,3.7479
2003,9,23,MARE,86.47,60.78,72.74,2.2457,2.1792,3.5712,3.7479
2003,9,24,MARE,88.25,64.83,75.72,2.3553,2.1999,3.5718,3.7511
2003,9,25,MARE,76.42,62.11,68.03,2.5068,2.2298,3.5638,3.7453
2003,9,26,MARE,89.33,62.58,75.62,2.6721,2.2707,3.5636,3.7432
2003,9,27,MARE,78.46,55.22,66.03,2.8847,2.3142,3.5549,3.7393
2003,9,28,MARE,73.11,50.31,60.6,3.0441,2.3906,3.5563,3.7402
2003,9,29,MARE,58.59,47.53,53.16,3.13,2.4552,3.5539,3.734
2003,9,30,MARE,61.7,47.16,54.87,2.1463,2.4998,3.5589,3.7366
2003,10,1,MARE,61.14,45.31,49.69,1.5197,2.5303,3.5658,3.7413
2003,10,2,MARE,64.15,47.07,55.99,1.5393,2.5548,3.5686,3.7455
2003,10,3,MARE,80.01,53.49,64.05,1.5769,2.5696,3.5699,3.7515
2003,10,4,MARE,70.39,54.91,60.29,1.6351,2.5862,3.5672,3.7496
2003,10,5,MARE,70.3,54.88,62.21,1.653,2.6009,3.5624,3.7479
2003,10,6,MARE,74.93,53.47,63,1.6816,2.6126,3.5648,3.746
2003,10,7,MARE,78.94,50.16,64.75,1.7458,2.6391,3.5642,3.7479
2003,10,8,MARE,80.38,56.97,67.96,1.8085,2.651,3.5604,3.7476
2003,10,9,MARE,77.22,62.19,68.24,1.5069,1.6232,1.7163,1.7179
2003,10,10,MARE,77.36,60.04,66.87,1.5084,1.607,1.6741,1.6705
2003,10,11,MARE,75.99,54.57,63.5,1.5079,1.6003,1.6596,1.6573
2003,10,12,MARE,72.14,46.87,58.98,1.525,1.5946,1.6512,1.6519
2003,10,13,MARE,79.27,52.74,64.71,1.5593,1.6001,1.6514,1.6547
2003,10,14,MARE,70.11,44.68,57.01,1.5999,1.5984,1.6463,1.6526
2003,10,15,MARE,74.3,43.3,58.72,1.6617,1.6067,1.6488,1.6607
2003,10,16,MARE,81.18,50.32,62.97,1.7167,1.633,1.6453,1.6745
2003,10,17,MARE,66.11,44.78,54.12,1.7829,1.6801,1.6451,1.6947
2003,10,18,MARE,80.83,44.36,61.44,1.8494,1.717,1.6532,1.7441
2003,10,19,MARE,89.47,50.18,68.05,1.9128,1.7481,1.662,1.7899
2003,10,20,MARE,89.67,56.64,72.86,1.981,1.7804,1.696,1.824
2003,10,21,MARE,85.71,50.81,69.61,2.0491,1.8064,1.7327,1.8508
2003,10,22,MARE,84.7,56.5,69.37,2.1137,1.832,1.7667,1.8755
2003,10,23,MARE,86.72,56.88,69.84,2.1689,1.8512,1.7838,1.8961
2003,10,24,MARE,89.67,57,69.32,2.2344,1.8778,1.8095,1.9196
2003,10,25,MARE,59.65,42.41,54.13,2.3116,1.9004,1.8294,1.9394
2003,10,26,MARE,60.35,37.1,47.16,2.3728,1.9262,1.8501,1.9568
2003,10,27,MARE,69.46,41.75,55.84,2.4131,1.9501,1.873,1.9721
2003,10,28,MARE,68.2,43.21,59.17,2.4494,1.9602,1.8969,1.9932
2003,10,29,MARE,82.24,40.09,62.55,2.5049,1.9881,1.9142,2.0047
2003,10,30,MARE,77.9,49.01,64.87,2.5332,1.9936,1.9301,2.0205
2003,10,31,MARE,57.18,44.37,51.13,2.5891,2.0052,1.9437,2.0307
2003,11,1,MARE,58.28,45.53,50.21,2.6352,2.016,1.9524,2.039
2003,11,2,MARE,76.64,57.42,68.64,2.6584,2.0335,1.9763,2.0541
2003,11,3,MARE,78.84,66.61,72.62,2.6625,2.0303,1.9827,2.0607
2003,11,4,MARE,70.66,37.12,55.78,2.7002,2.0295,1.9849,2.0637
2003,11,5,MARE,42.81,36.93,40.17,-996,-996,-996,-996
2003,11,6,MARE,39.51,27.5,35.98,2.8517,2.0711,2.0024,2.076
2003,11,7,MARE,50.95,27.38,40.88,2.905,2.0898,2.0215,2.0893
2003,11,8,MARE,46.18,42.42,43.66,2.928,2.0922,2.0342,2.0995
2003,11,9,MARE,51.21,42.17,46.43,2.9528,2.1065,2.0442,2.1067
2003,11,10,MARE,63.79,47.48,55.16,2.9481,2.1084,2.0488,2.1086
2003,11,11,MARE,70.02,58.77,64.29,2.9165,2.108,2.0587,2.1189
2003,11,12,MARE,65.75,46.89,58.44,2.9184,2.1093,2.0599,2.1227
